id_trial,idphrase
NCT01395225,Standardising an Approach for Analysis of Lymph Node Specimens From Radical Cystectomy With Pelvic Lymph Node Dissection Through the Use of an Organic Fat-emulsifying Agent
NCT04682639,"A Phase 2 Randomized, Double-Blind, Placebo-Controlled Study to Assess the Safety and Efficacy of Etrasimod in Adult Subjects With Eosinophilic Esophagitis"
NCT04558593,Surveillance of Complex Renal Cysts - The SOCRATIC Study
NCT02879084,Variations in Retinal Nerve Fiber Layer Thickness During Uncomplicated Anterior and Intermediate Uveitis
NCT05138835,"A Randomized, Double Blind Evaluation of the Effects of BOTOX® Cosmetic on Skin Health"
NCT00835107,An Investigation of Sleep Architecture in Ziprasidone-Treated Bipolar Depression
NCT01962831,Randomized Controlled Trial: Single Balloon Catheter Versus Dinoprostone Vaginal Insert for Induction of Labour of Women With a BMI Equal to or Greater Than 30
NCT01528800,Inhibit Progression of Coronary Artery Calcification With Vitamin K in HemoDialysis Patients: The iPACK-HD Study
NCT00359437,"Satavaptan in the Prevention of Ascites Recurrence: a Double-blind, Randomised, Parallel-group Comparison of Satavaptan at 5 to 10 mg Daily Versus Placebo With Concomitant Diuretics in Patients With Recurrent Ascites Due to Cirrhosis of the Liver."
NCT05489887,A Phase II Study of Naxitamab Added to Induction Therapy for Subjects With Newly Diagnosed High-Risk Neuroblastoma
NCT00188526,CT Guided Lung Biopsy: Core or Fine Needle Aspiration
NCT02343718,A Study of Vinblastine and Temsirolimus in Pediatric Patients With Recurrent or Refractory Lymphoma or Solid Tumours Including CNS Tumours
NCT04745832,"A Phase 3, Randomized, Open-Label, Controlled, Multicenter Study of Zandelisib (ME- 401) in Combination With Rituximab Versus Standard Immunochemotherapy in Patients With Relapsed Indolent Non Hodgkin's Lymphoma (iNHL) - The COASTAL Study"
NCT00934531,Can Cognitive Enhancers Reduce the Risk of Falls in Older People With Mild Cognitive Impairment?
NCT01456481,Assessment of Midodrine in the Prevention of Vasovagal Syncope: The Prevention of Syncope Trial IV (Post 4)
NCT01996579,A Phase 2 Randomized Controlled Trial to Determine the Efficacy of Lactoferrin for the Prevention of Nosocomial Infections.
NCT02876848,Adjuvant Endocrine Therapy in Breast Therapy in Breast Cancer: A Novel E-Health Approach in Optimizing Treatment for Seniors (OPTIMUM Study)
NCT04016324,InterStim Basic Evaluation Lead Post Market Clinical Follow-Up Study
NCT00512135,"A Prospective, Open-label, Multicenter, Repeat-dose Trial to Investigate the Safety and Efficacy of NT 201, Free of Complexing Proteins, in the Treatment of Glabellar Frown Lines"
NCT05235152,Group-based Exercise Training Programs for Military Members Presenting Musculoskeletal Disorders - A Pragmatic Randomized Controlled Trial
NCT00580216,"A Multicenter, Randomized, Double-blind, Assessor-blind, Non-inferiority Study Comparing the Efficacy and Safety of Once-weekly Subcutaneous Biotinylated Idraparinux (SSR126517E) With Oral Adjusted-dose Warfarin in the Prevention of Stroke and Systemic Thromboembolic Events in Patients With Atrial Fibrillation"
NCT06174220,Targeted Therapy With Glycogen Synthase Kinase-3 Inhibition for Arrhythmogenic Cardiomyopathy
NCT04008030,"A Phase 3 Randomized Clinical Trial of Nivolumab Alone, Nivolumab in Combination With Ipilimumab, or Investigator's Choice Chemotherapy in Participants With Microsatellite Instability High (MSI-H) or Mismatch Repair Deficient (dMMR) Metastatic Colorectal Cancer"
NCT06030765,Evaluation of Rapid Cognitive Screening Tools for Detection of Cognitive Impairment in Older Surgical Patients: A Prospective Cohort Study - Detect CI Study
NCT05364749,Selective Neuroimaging for Head-injured Emergency Patients Who Take Anticoagulant Medication
NCT02924987,Effect of Aflibercept (Eylea®) in the Management of Bevacizumab (Avastin®) Resistant Diabetic Macular Edema
NCT05507216,"A Randomized, Double-blind, Placebo-controlled, Multicenter Phase III Study to Evaluate the Efficacy and Safety of ABX464 Once Daily for Induction Treatment in Subjects With Moderately to Severely Active Ulcerative Colitis"
NCT04693195,"A Randomized, Double-Blind, Placebo-Controlled, Parallel Study to Evaluate the Efficacy, Safety, and Tolerability of BLU-5937 for the Treatment of Chronic Pruritus in Adult Subjects With Atopic Dermatitis"
NCT01069354,Evaluation of Pain With the Use of Radiesse® With Lidocaine for the Treatment of Nasolabial Folds
NCT00248404,A Phase I/II Study of NB1011 Administered Intravenously by Continuous Infusion in an Every Second Week Regimen With Open-label Continuation in Cancers That Overexpress the Enzyme Thymidylate Synthase
NCT01368705,Determination of Protein Needs Using Nitrogen Balance in Infants Immediately Post Cardiothoracic Surgery
NCT03691207,"A Phase 2, Open-Label, Multi-center Study of AL101 in Patients With Adenoid Cystic Carcinoma (ACC) Bearing Activating Notch Mutations"
NCT05312177,Congenital Heart Disease: Impact on Learning and Development in Down Syndrome (CHILD-DS)
NCT03023540,"International, Multi-center, Open Label, Follow-up Extension Study Assessing the Long-term Safety and Tolerability of PXT3003 in Patients With Charcot-Marie-Tooth Disease Type 1A"
NCT04857996,"A Phase 2a, Prospective, Multicenter, Randomized, Double Masked, Sham-Controlled Study to Assess the Safety, Tolerability and Evidence of Activity of a Single Intravitreal Injection of UBX1325 in Patients With Diabetic Macular Edema"
NCT04637009,"A Phase 1 Study of Safety, Pharmacokinetics and Preliminary Activity of TAS1553 in Subjects With Relapsed or Refractory (R/R) Acute Myeloid Leukemia (AML) and Other Myeloid Neoplasms"
NCT03615248,Effectiveness of a Mobile Health Intervention in Improving the Technique of Inhaled Medications Among Children With Asthma: A Pilot Study
NCT05407987,Feasibility and Efficacy of Intravenous Ferric Derisomaltose to Correct Pre-operative Iron-deficiency Anemia in Patients Undergoing Gynecologic Oncology Surgery: a Pilot Randomized Double Blinded Parallel Group Placebo-controlled Study
NCT00487188,"Phase IIIb/IV Randomized, Controlled Study Evaluating an Intensification Treatment Strategy of Adding Enfuvirtide (ENF) to an Oral Highly Active AntiRetroviral Therapy (HAART) in Treatment Experienced Patients"
NCT00638937,"A Phase 2 Study of AZD0530 in Patients With Advanced, Recurrent Non-Small Cell Lung Cancer Who Have Previously Received Platinum-Based Combination Chemotherapy"
NCT06025578,"A Multicenter, Randomized, Double-blind, Placebo-controlled, Phase 3 Study to Evaluate the Efficacy, Safety, and Tolerability of BMS-986278 in Participants With Progressive Pulmonary Fibrosis"
NCT04732052,The Use of Transcranial Direct Current Stimulation (tDCS) to Reduce Impulsivity and Aggression in Adults With Developmental Disabilities: The tDCS-RIADD Randomized Controlled Trial Protocol
NCT02067403,"Effects on Work of Breathing, Patient-ventilator Synchrony and Comparison With Neurally Adjusted Ventilatory Assist"
NCT01176370,"A Prospective Study to Assess the Safety and Indications of Performance of the C-Pulse™ System in Relieving Heart Failure Symptoms in Patients With ACC/AHA Stage C, NYHA Class III-ambulatory Class IV Heart Failure."
NCT00679809,"Safety, Fatigue, and Continuity in the ICU: a Pragmatic Mixed-methods Study"
NCT02016326,A Randomized Controlled Trial Comparing High-definition White Light Colonoscopy to I-scan Enhanced Colonoscopy for Adenoma Detection in a Population at Increased Risk of Colorectal Cancer (Main Study)
NCT05166577,"An Open-Label, Multicenter Phase 1b/2 Study of Nanatinostat and Valganciclovir in Patients With Advanced Epstein-Barr Virus-Positive (EBV+) Solid Tumors and in Combination With Pembrolizumab in Patients With Recurrent/Metastatic Nasopharyngeal Carcinoma"
NCT06098248,"A Prospective, Multi-centered, Assessor-blinded Clinical Performance Study to Evaluate the Sensitivity and Specificity of the Proposed Cell/Tissue Histopathology Image Processor cCeLL - Ex Vivo (Confocal Fluorescence Endomicroscopy) for Intraoperative Brain Tumor Diagnosis"
NCT01709175,The Effect of Resistance Exercise Frequency in Breast and Gynecologic Cancer Survivors
NCT03922750,"A Trial Comparing NNC0148-0287 C (Insulin 287) Versus Insulin Glargine U100, Both in Combination With Metformin, With or Without DPP4 Inhibitors and With or Without SGLT2 Inhibitors, in Basal Insulin Treated Subjects With Type 2 Diabetes Mellitus"
NCT01826721,"Impact of an E-learning Tool on Patient Satisfaction, Knowledge and Medication Adherence in Solid Organ Transplantation: A Randomized Controlled Trial"
NCT04693702,Observational Study of Vision Improvement in Patients With Retinal Disorders
NCT01076348,Medtronic Model 4965 Capsure Epi®
NCT03113539,"Low-dose, EKG-gated CT Validity for the Evaluation of Ascendant Aortic Aneurysm."
NCT03493776,"Safety and Immunogenicity of Non-live, Recombinant Subunit Herpes Zoster Vaccine Before and After Lung Transplantation"
NCT04192916,Use of Direct Oral Anticoagulants (DOACs) in Patients With Ph-negative Myeloproliferative Neoplasms
NCT01968980,"A 52 Week, Phase 3 Double-blind, Randomized, Placebo-controlled, Parallel-group Study To Assess The Efficacy, Safety And Tolerability Of Pf-04950615 In Subjects With Heterozygous Familial Hypercholesterolemia"
NCT01608607,Effect of Fructose-containing Sugar Sweetened Beverages (SSBs) on Body Weight: A Systematic Review and Meta-analysis of Controlled Feeding Trials
NCT01372943,"A Study Using ""Synthetic Stool"" or Pure Cultures of Probiotic Intestinal Bacteria From Healthy Donor Stool That Can be Used as an Enema to Replace the Use of Stool Transplant, for Treatment of Recurrent and Refractory CDI"
NCT02033720,Are All Non-shockable Rhythms the Same?
NCT04247074,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of QM1114-DP for the Treatment of Moderate to Severe Lateral Canthal Lines and Glabellar Lines Alone or in Combination"
NCT05830279,Evaluating the Implementation of Personalized Medicine for Optimal Drug Therapy in Cancer Patients: A Prospective Longitudinal Trial
NCT01165580,Pharmacokinetics and Safety of Valganciclovir in Pediatric Heart Transplant Recipients < 4 Months of Age
NCT01538004,Where Should Automated Blood Pressures be Done?
NCT01210677,CArdiac Sarcoidosis Response TO steRoids (CASTOR) Trial
NCT01930370,Effect of Varied Dialysate Bicarbonate Levels on Phosphate and Potassium Removal: A Pilot Study
NCT05794906,"A Randomized, Double-blind, Placebo-controlled Phase 3 Study of Darolutamide Plus Androgen Deprivation Therapy (ADT) Compared With Placebo Plus ADT in Patients With High-risk Biochemical Recurrence (BCR) of Prostate Cancer"
NCT05641857,Lumbar Spine on MRI and Low Back Pain in Elite Cross-country Skiers
NCT06174753,THE UNIVERSITY of OTTAWA DAPAGLIFLOZIN in STEMI RANDOMIZED CLINICAL TRIAL
NCT04408872,A Pilot Study to Assess the Potential Value of Adding Endoscopic Ultrasound (EUS) to Esophago-gastro-duodenoscopy (EGD) in Emergency Room Patients Referred for EGD
NCT02581995,Open-label Phase-4 Study to Examine the Change of Vision-related Quality of Life in Subjects With Diabetic Macular Edema (DME) During Treatment With Intravitreal Injections of 2 mg Aflibercept According to EU Label for the First Year of Treatment
NCT00053833,"S0025: Phase II Trial Of Irinotecan (CAMPTOSAR) For Patients With Platinum And Taxane Refractory Ovarian, Peritoneal Or Fallopian Tube Cancer"
NCT02527044,Impact of Preoperative FFR on Arterial Bypass Graft Functionality: Towards a New CABG Paradigm
NCT02888782,Optimizing Medication Therapy Outcomes for Complex Patients Transitioning From Acute to Primary Care
NCT06217120,Reversing Microvascular Dysfunction in Heart Failure With Ejection Fraction > 40% Using Colchicine (The COL-Micro-HF Study)
NCT00205777,Fracture Incidence Reduction And Safety Of TSE-424 (Bazedoxifene Acetate) Compared To Placebo And Raloxifene In Osteoporotic Postmenopausal Women
NCT00885430,Pico-Salax Colonic Preparation Study: Quantifying Electrolyte and Volume Status Changes
NCT04292808,An Open-Label Study to Assess the Efficacy and Safety of Low Dose Methoxyflurane (PENTHROX®) for Pain Control During Outpatient Aesthetic Surgeries and Facial Filler Injections
NCT05196035,"A 6-month Multicenter, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Efficacy, Safety and PK/PD of an age-and Body Weight-adjusted Oral Finerenone Regimen, in Addition to an ACEI or ARB, for the Treatment of Children, 6 Months to <18 Years of Age, With Chronic Kidney Disease and Proteinuria"
NCT05126069,Longitudinal Gelatin Stent vs. Trabeculectomy (LongGVT Study): Ab Interno Gelatin Stent With Mitomycin C Versus Trabeculectomy With Mitomycin C: a Retrospective Cohort Analysis
NCT00240643,"A Randomized, Double Blind, Double Dummy, Parallel Group, Placebo Controlled Study to Evaluate the Pharmacodynamic and Pharmacokinetic Response and Safety and Tolerability of SB424323 (250mg, 375mg and 500 mg) Administered Twice Daily for 16 Weeks, on Top of Asprin (325mg, qd) in Men and Women With Non Valvular Atrial Fibrillation at a Low or Intermediate Risk for Stroke"
NCT02776735,"An Open-label, Sequential, Ascending, Repeated Dose-finding Study of Sarilumab, Administered With Subcutaneous (SC) Injection, in Children and Adolescents, Aged 2 to 17 Years, With Polyarticular-course Juvenile Idiopathic Arthritis (pcJIA) Followed by an Extension Phase"
NCT03309852,Emergency Department Assessment of Right Ventricular Function and Size in the Post Cardiac Arrest Patient
NCT02538666,"A Randomized, Multicenter, Double-Blind, Phase 3 Study of Nivolumab, Nivolumab in Combination With Ipilimumab, or Placebo as Maintenance Therapy in Subjects With Extensive-Stage Disease Small Cell Lung Cancer (ED-SCLC) After Completion of Platinum-based First Line Chemotherapy (CheckMate 451: CHECKpoint Pathway and nivoluMAb Clinical Trial Evaluation 451)"
NCT05363501,"Single Dose, Crossover, Pharmacokinetic Evaluation of a New Naloxone Nasal Swab, Naloxone Nasal Spray, and Intramuscular Naloxone Injection in Healthy Volunteers"
NCT04262375,"A Phase 2 Study of Durvalumab (MEDI4736) and Oleclumab (MEDI9447) in Multi-Cancer Populations With Correlation to Clinical, Molecular and Immunologic Parameters With DNA MethylaTION (DOMINATION)"
NCT01776216,Impact of Dairy Consumption on Hypertension: a Clinical Study.
NCT04308122,A Randomized Trial of Cervical Orthosis Versus no Orthosis Following Multi-level Posterior Cervical Fusion
NCT00082745,Key Adverse Events After Childhood Cancer
NCT01071499,"Pharmacokinetics of Oral Morphine and Pharmacogenomics of CYP2D6 and UGT2B7, in an Urban Pediatric Population (2 - 6 Years of Age) Presenting for Elective Surgery"
NCT06368570,The Patient AS EDUcator in Anesthesia: Exploring the Patients' Experience During Routine Cesarean Delivery to Inform Anesthetic Practice.
NCT05724823,Assessing a Telehealth Seated Exercise Program on Post-stroke Balance and Mobility: A Mixed-method Design
